x1,x0,x11,x16,x6,x9,x18,x10,x13,x7,x8,x3,x2,x17,x4,x5,x15_0.0,x14_0.0,x14_3.0,x15_3.0,x12_30.0,x14_1.0,x14_2.0,x12_90.0,x15_1.0,x12_45.0,x12_60.0,x12_15.0,x15_2.0,x19_1.0,x19_0.0,D,U
-0.835182494434292,-0.4284835889259645,-0.46610819990624935,-0.2880150265772791,0.11435170011240801,-1.6522375458361396,0.3282705996339791,-0.6967271499949309,0.8369602209194614,-1.382482241635574,0.22939266960462515,-0.3343615299491057,-0.23386633819648617,0.7219327513784937,-1.3474731604411028,0.9805987231209763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,885.0,0.1057255807509352
-0.1516727083469692,1.549644260990687,-0.16506137979475183,0.36667028934046614,-0.5705960574642372,-0.81369376559922,-0.5728718599142788,1.3499531196786516,-0.9146895069505006,0.4210419520830393,-1.4166869454785234,0.4864717309602394,-1.545393703368694,1.2932278119672387,0.34165296268306145,-0.3479405118442409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,941.0,0.2016958776785573
1.6130954964095647,0.7987674367512668,-0.710320087241533,0.6320832552530656,-0.584433385900129,1.3874836575226943,-0.6075311852815195,-0.9084526951335773,1.615471211083889,-0.8671896148588277,0.22939266960462515,-1.6242423685209324,-1.545393703368694,-1.5632474909764869,0.6794781873078947,0.9805987231209763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,746.0,0.2272696990465439
-0.3293080199854825,0.3410087550365218,0.9441958408932074,1.36462304117184,1.3735485877785643,-1.3028443040707565,1.264072384549478,-1.614204512262399,-1.174193170338643,1.0222166833225776,1.5289292078281622,-1.5069804741053117,0.004593182743915246,-0.9919524303877418,-1.00964793581627,-0.3479405118442409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,275.0,0.1285245901639344
1.2037619521990781,-1.1786737751428127,-0.2982905659219998,1.3823172388993468,-0.16931353282337447,-0.60405782053999,0.12031464743053513,-1.1201782402722238,-1.4336968337267855,-0.35189698808208053,-0.5503292533294982,-0.09983774111786425,0.9584312665055209,-1.5632474909764869,-0.33399748656660416,1.6448683406035849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,171.0,0.247361963190184
-1.0591574525871998,-1.1787500682564316,1.3643185103232711,1.2903074107163122,-0.32844280983613044,-0.6389971447165284,-0.8154871374849637,0.7147764842627122,1.0315879684605682,-0.18013277915649814,0.48929997724933294,0.1346860477133772,1.6738098293267252,-0.13500983950462409,1.35512863655756,0.9805987231209763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,0.2582838283828382
0.6206547335596103,-1.5148975268622928,1.6309140545796408,-1.7495557588693267,-1.5945583617202321,1.0380904157573112,0.12031464743053513,-1.684779693975281,-1.3039450020327144,0.5069240565458305,1.5289292078281622,1.424566886285204,0.24305270368431664,-1.5632474909764869,-1.00964793581627,1.6448683406035849,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,840.0,0.0094305555555555
1.6787433289716238,1.2594252567835387,1.2695396914903836,-0.4508016456703401,-0.4737347584129944,-0.28960390295114524,-0.8154871374849637,1.4911034831044159,0.7072083892253902,0.8504524743969952,1.0091145925387486,-1.389718579689691,-0.9492449010176903,-1.2775999606821145,0.6794781873078947,0.3163291056383676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,790.0,0.1148870185833557
-1.360365154930766,0.3494009975346256,0.09545287237856305,1.5132543020828957,1.2075006465478622,0.37424325640308287,-1.0927617404228893,0.4324757574111836,1.096463884307604,-0.9530717193216189,0.6625715156791382,1.1900430974539624,1.5545800688565243,0.7219327513784937,0.6794781873078947,-0.3479405118442409,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,34.0,0.1682857142857142
-1.6886043177410621,0.7165997533834703,0.05082273053826522,0.4799131547965086,0.8961607567402959,-0.3594825513042218,-0.780827812117723,0.22075021227253713,1.096463884307604,1.623391414562115,1.615564977043065,-1.0379328964428287,-0.11463657772628545,1.2932278119672387,-0.33399748656660416,0.9805987231209763,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,904.0,0.1076106194690265
-0.20959726648996244,-1.6436803026513744,-0.9726773683630959,-0.4224909293063295,-0.9718785821051,0.16460731134385315,0.4322485757357013,1.4205283013915337,0.7072083892253902,0.4210419520830393,-1.1567796378338155,-0.3343615299491057,-0.35309609866668684,-1.5632474909764869,1.35512863655756,0.9805987231209763,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,309.0,0.3553333333333333
-1.395119889816562,1.6155615111576103,0.3379870406140106,0.9576564934391876,-0.3007681529643468,-1.5474195733065248,0.05099599669605368,0.8559268476884765,0.2530769782961408,-1.7260106594867388,0.9224788233238459,-0.6861472131959666,0.24305270368431664,-0.7063049000933692,0.6794781873078947,1.6448683406035849,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,234.0,0.2393159609120521
0.8871077010173803,1.1436123103097084,1.5930862371399364,-1.0771762452240747,-1.054902552720451,-0.46430052383383685,-1.1967397165246112,-1.261328603697988,-1.4985727495738213,-0.2660148836192893,-0.37705771489969303,-0.3343615299491057,-0.11463657772628545,-0.13500983950462409,0.0038277380582287667,-0.3479405118442409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,83.0,0.3934343434343434
